# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.320679315627e-10       7.348036037701e-15       7.562353402930e-13       0.000000000000e+00       9.612403180349e-09       4.419263681620e-10      -2.519767939568e-12 
    3       2.218079008068e-10       1.245416562662e-14       9.398333481742e-13       0.000000000000e+00       5.993781519250e-09       3.287736451874e-10      -2.218526682087e-12 
    4       2.092223829053e-10       1.455017793491e-14       9.761833722406e-13       0.000000000000e+00       4.218897023785e-09       2.570690891450e-10      -1.771340487392e-12 
    5       1.977077041014e-10       1.346608592099e-14       9.228303683321e-13       0.000000000000e+00       3.184778214740e-09       2.079967114643e-10      -1.316201780004e-12 
    6       1.878455223419e-10       1.040541998862e-14       8.207853465440e-13       0.000000000000e+00       2.513940036572e-09       1.724983383421e-10      -9.009265664571e-13 
    7       1.795432405849e-10       6.915640208580e-15       6.993209726117e-13       0.000000000000e+00       2.048330345984e-09       1.457630967826e-10      -5.499482294478e-13 
    8       1.725764482251e-10       4.106486753091e-15       5.771688926119e-13       0.000000000000e+00       1.708736446297e-09       1.250243075877e-10      -2.742324369350e-13 
    9       1.667114718455e-10       2.387807599509e-15       4.660851052442e-13       0.000000000000e+00       1.451337030438e-09       1.085636660125e-10      -7.547953058862e-14 
   10       1.617440892007e-10       1.607877177489e-15       3.730160045978e-13       0.000000000000e+00       1.250396814035e-09       9.527102285770e-11       5.167466603594e-14 
   11       1.575479841040e-10       1.367874903045e-15       3.011877370824e-13       0.000000000000e+00       1.037700608744e-09       8.392218098956e-11       1.170483642074e-13 
   12       1.539859556835e-10       1.302844718335e-15       2.508957371216e-13       0.000000000000e+00       9.121323767764e-10       7.468986541676e-11       1.352030371685e-13 
   13       1.509266016740e-10       1.219574023223e-15       2.202641730102e-13       0.000000000000e+00       8.086177080122e-10       6.711611743450e-11       1.201785342333e-13 
   14       1.482779193470e-10       1.091353528893e-15       2.061107739872e-13       0.000000000000e+00       7.221339629302e-10       6.048383807165e-11       8.485450486546e-14 
   15       1.460356881672e-10       9.752214327796e-16       2.046637300949e-13       0.000000000000e+00       6.490434418777e-10       5.493114076638e-11       4.159806248339e-14 
   16       1.441290614059e-10       9.270345303628e-16       2.119689494336e-13       0.000000000000e+00       5.866525403292e-10       5.020191780792e-11      -4.428152869587e-16 
   17       1.424768561640e-10       9.590877489110e-16       2.245218105731e-13       0.000000000000e+00       5.329221161583e-10       4.609100522034e-11      -3.492819056192e-14 
   18       1.410782937401e-10       1.041400787614e-15       2.396268554893e-13       0.000000000000e+00       4.861007140550e-10       4.241207844771e-11      -5.836775992779e-14 
   19       1.399495358344e-10       1.142655823373e-15       2.556659014992e-13       0.000000000000e+00       4.455182193287e-10       3.914509480435e-11      -6.995906313921e-14 
   20       1.390081280709e-10       1.232660119814e-15       2.710907058568e-13       0.000000000000e+00       4.096390276064e-10       3.624697852350e-11      -7.063947846937e-14 
   21       1.382694853563e-10       1.318010446355e-15       2.855153115777e-13       0.000000000000e+00       3.779335287616e-10       3.367390666371e-11      -6.267915052067e-14 
   22       1.377244641004e-10       1.420564990829e-15       2.989886588373e-13       0.000000000000e+00       3.496804417412e-10       3.134023290807e-11      -4.957667062772e-14 
   23       1.373641800624e-10       1.560216868057e-15       3.117241846498e-13       0.000000000000e+00       3.245149653133e-10       2.921654930041e-11      -3.439220968510e-14 
   24       1.371471226308e-10       1.754714353963e-15       3.240506684849e-13       0.000000000000e+00       3.018766387699e-10       2.727177378359e-11      -2.031393686124e-14 
   25       1.370902904944e-10       2.003475565718e-15       3.363121632916e-13       0.000000000000e+00       2.815164496925e-10       2.551709284165e-11      -9.196031064304e-15 
   26       1.371988229774e-10       2.298505325074e-15       3.488291898674e-13       0.000000000000e+00       2.630831475778e-10       2.395489900561e-11      -2.339476782956e-15 
   27       1.374522421426e-10       2.633903252537e-15       3.615754552040e-13       0.000000000000e+00       2.463685735190e-10       2.254896757807e-11       1.393811676706e-16 
   28       1.378086957077e-10       3.004228592117e-15       3.743555513416e-13       0.000000000000e+00       2.310971927420e-10       2.124406195602e-11      -1.266330686908e-15 
   29       1.382807410269e-10       3.409534118000e-15       3.868433804890e-13       0.000000000000e+00       2.171996311021e-10       2.003727496656e-11      -5.662964490977e-15 
   30       1.388804432716e-10       3.851466323925e-15       3.985922875663e-13       0.000000000000e+00       2.045352564199e-10       1.893311428401e-11      -1.172265531676e-14 
   31       1.396028027941e-10       4.330981700199e-15       4.090890815627e-13       0.000000000000e+00       1.928559742864e-10       1.792601964348e-11      -1.790000177594e-14 
   32       1.404511755904e-10       4.846018735150e-15       4.179405033284e-13       0.000000000000e+00       1.821075641560e-10       1.700606642365e-11      -2.328663728383e-14 
   33       1.414172582051e-10       5.392841123686e-15       4.247479619490e-13       0.000000000000e+00       1.722195267849e-10       1.615329324031e-11      -2.704973742055e-14 
   34       1.424825264220e-10       5.968322901644e-15       4.291419773383e-13       0.000000000000e+00       1.630599283144e-10       1.534357543852e-11      -2.843692698413e-14 
   35       1.436538697861e-10       6.576080353976e-15       4.310821527267e-13       0.000000000000e+00       1.545861570045e-10       1.457831475787e-11      -2.759436057297e-14 
   36       1.449379465397e-10       7.222568605433e-15       4.306666183133e-13       0.000000000000e+00       1.467344592196e-10       1.386419914477e-11      -2.504764281751e-14 
   37       1.463334664825e-10       7.914398601053e-15       4.280419097780e-13       0.000000000000e+00       1.394074948568e-10       1.320466363892e-11      -2.143480435121e-14 
   38       1.478410123463e-10       8.654353314105e-15       4.233484639207e-13       0.000000000000e+00       1.325891882604e-10       1.259857185823e-11      -1.728352312090e-14 
   39       1.494547128143e-10       9.444102874367e-15       4.167636606729e-13       0.000000000000e+00       1.262604697153e-10       1.204049445972e-11      -1.317672443181e-14 
   40       1.511584033998e-10       1.028526313775e-14       4.085207431199e-13       0.000000000000e+00       1.203642541915e-10       1.152059268844e-11      -9.822139821764e-15 
   41       1.529328334449e-10       1.117919056863e-14       3.988402373871e-13       0.000000000000e+00       1.148259848052e-10       1.102776307824e-11      -7.871509337687e-15 
   42       1.547823800605e-10       1.212630204500e-14       3.876892913578e-13       0.000000000000e+00       1.096313322565e-10       1.056118391739e-11      -7.288945938373e-15 
   43       1.567154401901e-10       1.312652279874e-14       3.749496434554e-13       0.000000000000e+00       1.047681696497e-10       1.012191058472e-11      -7.789875547663e-15 
   44       1.587366519558e-10       1.417944626239e-14       3.604812389962e-13       0.000000000000e+00       1.002032074985e-10       9.709565833655e-12      -9.006582711925e-15 
   45       1.608475683368e-10       1.528460675348e-14       3.441295723308e-13       0.000000000000e+00       9.589433385758e-11       9.322741828131e-12      -1.054186055209e-14 
