# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.575485561836e-10       7.382092896230e-15       8.330946172909e-13       0.000000000000e+00       1.005234241026e-08       4.326707105213e-10      -2.526117814096e-12 
    3       2.465883819060e-10       1.251886754421e-14       1.034789228787e-12       0.000000000000e+00       6.326578470667e-09       3.264419907056e-10      -2.225535092761e-12 
    4       2.327716856335e-10       1.463196820327e-14       1.076485793045e-12       0.000000000000e+00       4.485446514066e-09       2.575361088317e-10      -1.778150990165e-12 
    5       2.199352274807e-10       1.354819830906e-14       1.019502553479e-12       0.000000000000e+00       3.407250844409e-09       2.097718302626e-10      -1.322473952032e-12 
    6       2.087923206701e-10       1.047556071176e-14       9.078534603225e-13       0.000000000000e+00       2.705002095901e-09       1.749134726880e-10      -9.065480524135e-13 
    7       1.992892751620e-10       6.968159403364e-15       7.734326448004e-13       0.000000000000e+00       2.215785776975e-09       1.484683044878e-10      -5.549602957961e-13 
    8       1.912121521808e-10       4.140675474894e-15       6.370817734366e-13       0.000000000000e+00       1.857659077014e-09       1.278478192926e-10      -2.787759076692e-13 
    9       1.843203337938e-10       2.405464050355e-15       5.121829355450e-13       0.000000000000e+00       1.585171000260e-09       1.114324466337e-10      -7.974392571946e-14 
   10       1.784041945853e-10       1.611991051609e-15       4.068439894978e-13       0.000000000000e+00       1.371658087948e-09       9.814576498583e-11       4.749808156365e-14 
   11       1.733322103735e-10       1.362563402337e-15       3.250113465172e-13       0.000000000000e+00       1.119822115343e-09       8.626137399613e-11       1.128757828705e-13 
   12       1.689552605056e-10       1.293590982084e-15       2.673129806570e-13       0.000000000000e+00       9.870020367779e-10       7.695827583646e-11       1.308563120412e-13 
   13       1.651360905976e-10       1.212823148175e-15       2.318885322957e-13       0.000000000000e+00       8.772994518311e-10       6.931140550542e-11       1.156286958452e-13 
   14       1.617801384928e-10       1.093270231699e-15       2.153270299768e-13       0.000000000000e+00       7.854752972838e-10       6.259324495805e-11       8.013418412128e-14 
   15       1.588779784201e-10       9.901515354917e-16       2.134677640506e-13       0.000000000000e+00       7.077305035295e-10       5.696061573646e-11       3.680409332339e-14 
   16       1.563507446089e-10       9.564900806207e-16       2.218864042273e-13       0.000000000000e+00       6.412485145701e-10       5.215474743562e-11      -5.175216549029e-15 
   17       1.541161833325e-10       1.001801180224e-15       2.365902287345e-13       0.000000000000e+00       5.838949672177e-10       4.796735153873e-11      -3.944734788002e-14 
   18       1.521714179302e-10       1.094305247167e-15       2.544231929066e-13       0.000000000000e+00       5.338237039399e-10       4.420986905868e-11      -6.252943318863e-14 
   19       1.505350854709e-10       1.202696367523e-15       2.734413982104e-13       0.000000000000e+00       4.903643531026e-10       4.086484094566e-11      -7.364594923226e-14 
   20       1.491170179260e-10       1.297764905848e-15       2.917672389237e-13       0.000000000000e+00       4.518746530953e-10       3.789124428836e-11      -7.377619732846e-14 
   21       1.479333913196e-10       1.387701232918e-15       3.088556426407e-13       0.000000000000e+00       4.178024094725e-10       3.524659778024e-11      -6.523977499389e-14 
   22       1.469719836428e-10       1.496317710914e-15       3.246656590410e-13       0.000000000000e+00       3.873932135964e-10       3.284538247380e-11      -5.159198061927e-14 
   23       1.462239892256e-10       1.644393157001e-15       3.394011323914e-13       0.000000000000e+00       3.602654756721e-10       3.065832306617e-11      -3.593819519158e-14 
   24       1.456445476009e-10       1.850144206028e-15       3.534305018379e-13       0.000000000000e+00       3.358237026296e-10       2.865370158349e-11      -2.150537914595e-14 
   25       1.452501854201e-10       2.112918339624e-15       3.671633955903e-13       0.000000000000e+00       3.138070877994e-10       2.684223164001e-11      -1.016322243977e-14 
   26       1.450434506081e-10       2.424430936619e-15       3.810083995392e-13       0.000000000000e+00       2.938440429599e-10       2.522531829029e-11      -3.213207021270e-15 
   27       1.450033990718e-10       2.778701131420e-15       3.950014063711e-13       0.000000000000e+00       2.757151761321e-10       2.376600115627e-11      -7.534563623819e-16 
   28       1.450864351272e-10       3.170234458131e-15       4.090022132814e-13       0.000000000000e+00       2.591273665588e-10       2.240827204902e-11      -2.260210638807e-15 
   29       1.453056796453e-10       3.599030910882e-15       4.226966216952e-13       0.000000000000e+00       2.440093556673e-10       2.115001820647e-11      -6.810091763219e-15 
   30       1.456720622468e-10       4.066642602504e-15       4.356364552396e-13       0.000000000000e+00       2.302122116539e-10       1.999688701327e-11      -1.303776823113e-14 
   31       1.461775270125e-10       4.573892620499e-15       4.473017444470e-13       0.000000000000e+00       2.174703588549e-10       1.894410525630e-11      -1.935622847892e-14 
   32       1.468259723559e-10       5.118624005283e-15       4.572724334052e-13       0.000000000000e+00       2.057275201423e-10       1.798154880589e-11      -2.483767001602e-14 
   33       1.476093592908e-10       5.696989574504e-15       4.651114137773e-13       0.000000000000e+00       1.949092303123e-10       1.708838251235e-11      -2.863512206780e-14 
   34       1.485082136103e-10       6.305795542312e-15       4.704097518545e-13       0.000000000000e+00       1.848740724528e-10       1.623947288873e-11      -2.998564982849e-14 
   35       1.495296983303e-10       6.948914333322e-15       4.731131343757e-13       0.000000000000e+00       1.755773782543e-10       1.543656918502e-11      -2.904635719058e-14 
   36       1.506801169026e-10       7.633204409499e-15       4.733139642897e-13       0.000000000000e+00       1.669511838959e-10       1.468705710231e-11      -2.636418795844e-14 
