# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.498978143598e-10       7.321767260509e-15       4.830465723786e-13       0.000000000000e+00       8.967055250533e-09       4.914361805256e-10      -2.515820733151e-12 
    3       1.414579940517e-10       1.240596688739e-14       6.086408142754e-13       0.000000000000e+00       5.516155320711e-09       3.511548288831e-10      -2.214280773545e-12 
    4       1.331479472363e-10       1.449223333918e-14       6.305203033323e-13       0.000000000000e+00       3.840768197539e-09       2.678548480164e-10      -1.767416490557e-12 
    5       1.266102575368e-10       1.340933046002e-14       5.913812271106e-13       0.000000000000e+00       2.871314497203e-09       2.129218485690e-10      -1.312750546635e-12 
    6       1.218522795064e-10       1.035441014970e-14       5.212591947871e-13       0.000000000000e+00       2.246137918324e-09       1.741358020283e-10      -8.978767365027e-13 
    7       1.185739291108e-10       6.870230827757e-15       4.406057696569e-13       0.000000000000e+00       1.814587417130e-09       1.454551489286e-10      -5.470920018080e-13 
    8       1.164569798095e-10       4.066169964276e-15       3.617607130346e-13       0.000000000000e+00       1.501518411045e-09       1.235092115251e-10      -2.712969207139e-13 
    9       1.152520052174e-10       2.354080526323e-15       2.920971734986e-13       0.000000000000e+00       1.265553367221e-09       1.062625369380e-10      -7.219682682509e-14 
   10       1.147416110264e-10       1.583149635049e-15       2.358004472326e-13       0.000000000000e+00       1.082413335152e-09       9.244998593542e-11       5.550795577061e-14 
   11       1.147884537643e-10       1.352428625460e-15       1.946223077336e-13       0.000000000000e+00       9.133479107959e-10       8.151305592808e-11       1.214501102719e-13 
   12       1.152804719416e-10       1.292573877489e-15       1.683337604508e-13       0.000000000000e+00       7.986996459840e-10       7.211778125706e-11       1.402382235354e-13 
   13       1.160978208343e-10       1.206304420361e-15       1.551810030206e-13       0.000000000000e+00       7.045171859374e-10       6.443311229373e-11       1.257380076928e-13 
   14       1.171409856201e-10       1.065511161968e-15       1.525434577402e-13       0.000000000000e+00       6.260998702197e-10       5.776648408343e-11       9.072124221804e-14 
   15       1.184153813780e-10       9.291739472823e-16       1.574617777096e-13       0.000000000000e+00       5.600490225199e-10       5.219048998475e-11       4.748721839046e-14 
   16       1.198817280392e-10       8.571852306338e-16       1.668813122189e-13       0.000000000000e+00       5.038541150018e-10       4.745956334658e-11       5.164947438911e-15 
   17       1.214558626197e-10       8.656882064554e-16       1.782085778003e-13       0.000000000000e+00       4.556179199889e-10       4.337055545230e-11      -2.988450998221e-14 
   18       1.231406730762e-10       9.266159638994e-16       1.896289339865e-13       0.000000000000e+00       4.137259989572e-10       3.973466188748e-11      -5.411296226708e-14 
   19       1.249439357277e-10       1.007564598594e-15       2.001483985665e-13       0.000000000000e+00       3.775208848701e-10       3.652310648749e-11      -6.663994317259e-14 
   20       1.268098108876e-10       1.075799021664e-15       2.089658520528e-13       0.000000000000e+00       3.456151197772e-10       3.368318342930e-11      -6.830137277425e-14 
   21       1.287500226986e-10       1.135285197182e-15       2.161448106468e-13       0.000000000000e+00       3.175126028791e-10       3.116987203796e-11      -6.126972942652e-14 
   22       1.307637753388e-10       1.205258094880e-15       2.221417567094e-13       0.000000000000e+00       2.925456077805e-10       2.889973213348e-11      -4.894320215423e-14 
   23       1.328393892491e-10       1.305250528439e-15       2.274310976073e-13       0.000000000000e+00       2.703742821105e-10       2.684184272082e-11      -3.431414360042e-14 
   24       1.349439155666e-10       1.453605990658e-15       2.325613845646e-13       0.000000000000e+00       2.504895757757e-10       2.496292462924e-11      -2.052340876258e-14 
   25       1.370950753343e-10       1.650497774070e-15       2.379994244331e-13       0.000000000000e+00       2.326600755682e-10       2.327263737657e-11      -9.423290393914e-15 
   26       1.393062081900e-10       1.888689228353e-15       2.441493654748e-13       0.000000000000e+00       2.165655147384e-10       2.177289239525e-11      -2.344888754951e-15 
   27       1.415569685596e-10       2.161892281773e-15       2.510416623921e-13       0.000000000000e+00       2.020145568841e-10       2.042876783321e-11       5.323784194519e-16 
   28       1.438095972557e-10       2.463928142441e-15       2.585165311978e-13       0.000000000000e+00       1.887580431300e-10       1.918696026606e-11      -3.824637669395e-16 
   29       1.460739960393e-10       2.794435517993e-15       2.662663869140e-13       0.000000000000e+00       1.767293422600e-10       1.804347294413e-11      -4.260363960525e-15 
   30       1.483654297695e-10       3.154742665682e-15       2.738414010150e-13       0.000000000000e+00       1.658003840558e-10       1.700090457017e-11      -9.844650454816e-15 
   31       1.506887549702e-10       3.545534068108e-15       2.807096986171e-13       0.000000000000e+00       1.557495888361e-10       1.605225051755e-11      -1.566465957195e-14 
   32       1.530468363101e-10       3.964680527855e-15       2.864748825853e-13       0.000000000000e+00       1.465257930704e-10       1.518786287250e-11      -2.083994249348e-14 
