# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.499423339234e-10       7.326099074358e-15       4.832724789583e-13       0.000000000000e+00       8.974098164535e-09       4.917963747190e-10      -2.516745968612e-12 
    3       1.415175111558e-10       1.241445898829e-14       6.090360604336e-13       0.000000000000e+00       5.520873282335e-09       3.514416350262e-10      -2.215282621462e-12 
    4       1.332216081672e-10       1.450334235373e-14       6.310339117114e-13       0.000000000000e+00       3.844253348396e-09       2.680909853358e-10      -1.768366740169e-12 
    5       1.266973689096e-10       1.342079265810e-14       5.919539046340e-13       0.000000000000e+00       2.874038377462e-09       2.131206200766e-10      -1.313589446157e-12 
    6       1.219522185464e-10       1.036432309564e-14       5.218379349567e-13       0.000000000000e+00       2.248348188233e-09       1.743058256130e-10      -8.985770127231e-13 
    7       1.186860936147e-10       6.877600432707e-15       4.411516657496e-13       0.000000000000e+00       1.816431213808e-09       1.456027491251e-10      -5.476491197786e-13 
    8       1.165809432145e-10       4.070899330906e-15       3.622512185245e-13       0.000000000000e+00       1.503086186882e-09       1.236388078791e-10      -2.717219979968e-13 
    9       1.153873955639e-10       2.356656440603e-15       2.925248962889e-13       0.000000000000e+00       1.266902613385e-09       1.063771462099e-10      -7.251068517749e-14 
   10       1.148881956320e-10       1.584280137960e-15       2.361705713416e-13       0.000000000000e+00       1.083583199500e-09       9.255180552492e-11       5.527998638188e-14 
   11       1.149464109055e-10       1.352784139128e-15       1.949487394421e-13       0.000000000000e+00       9.144497104212e-10       8.160618622906e-11       1.212840963773e-13 
   12       1.154499538819e-10       1.292671317965e-15       1.686346052470e-13       0.000000000000e+00       7.996793598711e-10       7.220163693820e-11       1.401094083865e-13 
