# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.559021366177e-10       7.382578135113e-15       8.289147436835e-13       1.232031432047e-18       1.004945106650e-08       4.336687236078e-10      -2.526010716745e-12 
    3       2.454987087814e-10       1.252026385500e-14       1.031267318477e-12       2.464533672284e-18       6.325215302570e-09       3.268363902454e-10      -2.225438386460e-12 
    4       2.319677627695e-10       1.463489973460e-14       1.073611727937e-12       4.108586320845e-18       4.484493181574e-09       2.577350792076e-10      -1.778069490044e-12 
    5       2.193082026410e-10       1.355326222573e-14       1.017221762796e-12       6.164773094190e-18       3.406509233236e-09       2.098876923516e-10      -1.322406068064e-12 
    6       2.082862209010e-10       1.048328207214e-14       9.060918391589e-13       8.633787202989e-18       2.704397554549e-09       1.749897929518e-10      -9.064917973317e-13 
    7       1.988713853753e-10       6.978989271604e-15       7.721052939407e-13       1.151640919705e-17       2.215282369929e-09       1.485225493556e-10      -5.549136311025e-13 
    8       1.908617336958e-10       4.155016163621e-15       6.361047577201e-13       1.481348240035e-17       1.857235805967e-09       1.278859246576e-10      -2.787366503028e-13 
    9       1.840235244337e-10       2.423693007521e-15       5.114784941045e-13       1.852588689955e-17       1.584820698118e-09       1.114582780164e-10      -7.971000250346e-14 
   10       1.781513487375e-10       1.634480152473e-15       4.063432284800e-13       2.265451310201e-17       1.371357921970e-09       9.816394448012e-11       4.752840170284e-14 
   11       1.731163581594e-10       1.389686101061e-15       3.246560585159e-13       2.720023589105e-17       1.119577155042e-09       8.627702917905e-11       1.129032574836e-13 
   12       1.687712666807e-10       1.325720512140e-15       2.670555122659e-13       3.216389037556e-17       9.867801335165e-10       7.697091835110e-11       1.308826580257e-13 
   13       1.649801775094e-10       1.250334644951e-15       2.316902158224e-13       3.754625016054e-17       8.770971301780e-10       6.932175443482e-11       1.156546780152e-13 
   14       1.616493667393e-10       1.136549476926e-15       2.151577618211e-13       4.334800895616e-17       7.852898019657e-10       6.260189900021e-11       8.016009166028e-14 
   15       1.587701379913e-10       1.039598024547e-15       2.133059946986e-13       4.956976620171e-17       7.075596031007e-10       5.696786243875e-11       3.682982194745e-14 
   16       1.562641098674e-10       1.012514826859e-15       2.217169339942e-13       5.621201721103e-17       6.410903875967e-10       5.216087714649e-11      -5.150046596449e-15 
   17       1.540494355742e-10       1.064827705584e-15       2.364029132507e-13       6.327514815689e-17       5.837481036559e-10       4.797267340047e-11      -3.942320145280e-14 
   18       1.521235240518e-10       1.164768673454e-15       2.542128025296e-13       7.075943364503e-17       5.336868805140e-10       4.421470190602e-11      -6.250667235184e-14 
   19       1.505051385382e-10       1.281033462429e-15       2.732054271950e-13       7.866505333422e-17       4.902364178067e-10       4.086936107181e-11      -7.362482267514e-14 
   20       1.491044408244e-10       1.384409090328e-15       2.915055663098e-13       8.699207546592e-17       4.517547381632e-10       3.789540476879e-11      -7.375685004546e-14 
   21       1.479376919031e-10       1.483080384481e-15       3.085690720728e-13       9.574050493670e-17       4.176897243391e-10       3.525028882710e-11      -6.522231730608e-14 
   22       1.469927965569e-10       1.600852337523e-15       3.243553286151e-13       1.049102637075e-16       3.872870926791e-10       3.284850910236e-11      -5.157650735220e-14 
   23       1.462610212740e-10       1.758498624747e-15       3.390678983537e-13       1.145012480348e-16       3.601653094935e-10       3.066093910729e-11      -3.592472399450e-14 
   24       1.456976338801e-10       1.974231285507e-15       3.530746300555e-13       1.245133087660e-16       3.357289869353e-10       2.865604092034e-11      -2.149382065395e-14 
   25       1.453192104304e-10       2.247395415876e-15       3.667846998142e-13       1.349463180536e-16       3.137173581792e-10       2.684451941747e-11      -1.015335694394e-14 
   26       1.451283691048e-10       2.569705327771e-15       3.806061826079e-13       1.458001454003e-16       2.937589017463e-10       2.522768729331e-11      -3.204670264702e-15 
   27       1.451041921911e-10       2.935181842826e-15       3.945743658237e-13       1.570747159516e-16       2.756342622744e-10       2.376845933746e-11      -7.457446645425e-16 
   28       1.452031248539e-10       3.338332814968e-15       4.085484315854e-13       1.687699949215e-16       2.590503736742e-10       2.241070256917e-11      -2.252722065155e-15 
   29       1.454382940445e-10       3.779156858551e-15       4.222140117376e-13       1.808860544283e-16       2.439359851534e-10       2.115232252769e-11      -6.802326218011e-15 
   30       1.458206589110e-10       4.259203299318e-15       4.351229299647e-13       1.934230352436e-16       2.301421917100e-10       1.999904293280e-11      -1.302943983491e-14 
   31       1.463422182577e-10       4.779292969781e-15       4.467553203952e-13       2.063811458124e-16       2.174034716570e-10       1.894616514356e-11      -1.934729915079e-14 
   32       1.470068655090e-10       5.337270689740e-15       4.566914977717e-13       2.197607058375e-16       2.056635554379e-10       1.798354969895e-11      -2.482822659868e-14 
   33       1.478065553318e-10       5.929293009828e-15       4.644949069128e-13       2.335621342031e-16       1.948479907318e-10       1.709031058672e-11      -2.862535558590e-14 
   34       1.487218237212e-10       6.552169217648e-15       4.697571713609e-13       2.477859361832e-16       1.848153896963e-10       1.624126817461e-11      -2.997585035642e-14 
   35       1.497598377233e-10       7.209767912356e-15       4.724240262499e-13       2.624326658398e-16       1.755210911143e-10       1.543819463141e-11      -2.903681760585e-14 
