# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.560832657272e-10       7.381411081757e-15       8.293274881872e-13       0.000000000000e+00       1.005092172515e-08       4.335702076281e-10      -2.526013119661e-12 
    3       2.456167848563e-10       1.251788402365e-14       1.031582693240e-12       0.000000000000e+00       6.325551025992e-09       3.268007151561e-10      -2.225447009427e-12 
    4       2.320532500534e-10       1.463089125238e-14       1.073845867132e-12       0.000000000000e+00       4.484644661661e-09       2.577199704752e-10      -1.778077415034e-12 
    5       2.193730962922e-10       1.354718821772e-14       1.017391169978e-12       0.000000000000e+00       3.406594864114e-09       2.098802633075e-10      -1.322412194734e-12 
    6       2.083364464700e-10       1.047470895397e-14       9.062119386967e-13       0.000000000000e+00       2.704448218858e-09       1.749833474809e-10      -9.064958395545e-13 
    7       1.989102129384e-10       6.967498086461e-15       7.721900194602e-13       0.000000000000e+00       2.215307622089e-09       1.485162715015e-10      -5.549155171780e-13 
    8       1.908910379916e-10       4.140199918106e-15       6.361654706992e-13       0.000000000000e+00       1.857239525439e-09       1.278822725348e-10      -2.787366637201e-13 
    9       1.840444210886e-10       2.405149133009e-15       5.115243381308e-13       0.000000000000e+00       1.584798423616e-09       1.114580419751e-10      -7.970856954817e-14 
   10       1.781644420588e-10       1.611801313645e-15       4.063809620650e-13       0.000000000000e+00       1.371323872409e-09       9.816534385082e-11       4.753081538107e-14 
   11       1.731219522264e-10       1.362458143754e-15       3.246898923509e-13       0.000000000000e+00       1.119574462340e-09       8.627776131735e-11       1.129059388972e-13 
   12       1.687695034875e-10       1.293526014498e-15       2.670881663643e-13       0.000000000000e+00       9.867776655523e-10       7.697179897417e-11       1.308850349078e-13 
   13       1.649709806064e-10       1.212754868592e-15       2.317240270578e-13       0.000000000000e+00       8.770948532483e-10       6.932268973195e-11       1.156563282011e-13 
   14       1.616326357216e-10       1.093161958687e-15       2.151946205044e-13       0.000000000000e+00       7.852876861666e-10       6.260289901418e-11       8.016117797508e-14 
   15       1.587456447097e-10       9.899778454549e-16       2.133465669653e-13       0.000000000000e+00       7.075576286619e-10       5.696898870128e-11       3.683068882520e-14 
   16       1.562316321003e-10       9.562410912454e-16       2.217617325389e-13       0.000000000000e+00       6.410885344807e-10       5.216207781272e-11      -5.149230774190e-15 
   17       1.540086509655e-10       1.001481250936e-15       2.364533424897e-13       0.000000000000e+00       5.837463565839e-10       4.797377887527e-11      -3.942253985768e-14 
   18       1.520741218919e-10       1.093924347657e-15       2.542698013431e-13       0.000000000000e+00       5.336852366920e-10       4.421556736231e-11      -6.250630292752e-14 
   19       1.504468045902e-10       1.202265181678e-15       2.732698520075e-13       0.000000000000e+00       4.902348465644e-10       4.086998934978e-11      -7.362475069072e-14 
   20       1.490368100370e-10       1.297292378997e-15       2.915784897137e-13       0.000000000000e+00       4.517532373857e-10       3.789597328767e-11      -7.375691740027e-14 
   21       1.478603940567e-10       1.387191231742e-15       3.086518775747e-13       0.000000000000e+00       4.176882924414e-10       3.525096047266e-11      -6.522238459689e-14 
   22       1.469054605955e-10       1.495767241219e-15       3.244497325134e-13       0.000000000000e+00       3.872857207895e-10       3.284935129576e-11      -5.157651182785e-14 
   23       1.461632893922e-10       1.643796017794e-15       3.391757461288e-13       0.000000000000e+00       3.601639896373e-10       3.066193199707e-11      -3.592457501157e-14 
   24       1.455891552876e-10       1.849491557526e-15       3.531977459948e-13       0.000000000000e+00       3.357277152590e-10       2.865707593074e-11      -2.149337657158e-14 
   25       1.451996258723e-10       2.112197076641e-15       3.669245941037e-13       0.000000000000e+00       3.137161310217e-10       2.684544868452e-11      -1.015250672763e-14 
   26       1.449973027817e-10       2.423624467654e-15       3.807640169305e-13       0.000000000000e+00       2.937577149631e-10       2.522836506883e-11      -3.203370543124e-15 
   27       1.449612800176e-10       2.777797548440e-15       3.947515883291e-13       0.000000000000e+00       2.756331120704e-10       2.376886293566e-11      -7.440219477457e-16 
   28       1.450480201722e-10       3.169228763626e-15       4.087469469139e-13       0.000000000000e+00       2.590492571400e-10       2.241095952403e-11      -2.250680334629e-15 
   29       1.452706640201e-10       3.597918117587e-15       4.224357893878e-13       0.000000000000e+00       2.439348994984e-10       2.115255587232e-11      -6.800135499180e-15 
   30       1.456401796912e-10       4.065415243239e-15       4.353698540408e-13       0.000000000000e+00       2.301411343799e-10       1.999931024283e-11      -1.302734012691e-14 
   31       1.461485714415e-10       4.572541270042e-15       4.470291690490e-13       0.000000000000e+00       2.174024406278e-10       1.894645544903e-11      -1.934557605087e-14 
   32       1.467997418494e-10       5.117142013571e-15       4.569940310058e-13       0.000000000000e+00       2.056625487699e-10       1.798384907029e-11      -2.482706429886e-14 
   33       1.475856530131e-10       5.695375261140e-15       4.648278841379e-13       0.000000000000e+00       1.948470066492e-10       1.709062461518e-11      -2.862476210447e-14 
   34       1.484868442293e-10       6.304051664987e-15       4.701223292875e-13       0.000000000000e+00       1.848144267600e-10       1.624161989642e-11      -2.997565862578e-14 
   35       1.495104815219e-10       6.947041573119e-15       4.728230187370e-13       0.000000000000e+00       1.755201479444e-10       1.543859745270e-11      -2.903685202591e-14 
   36       1.506628783140e-10       7.631198672701e-15       4.730221084770e-13       0.000000000000e+00       1.668962198077e-10       1.468897298090e-11      -2.635530162325e-14 
   37       1.519416168771e-10       8.363542890519e-15       4.708640347049e-13       0.000000000000e+00       1.588379589630e-10       1.399671547986e-11      -2.259339503548e-14 
   38       1.533474696448e-10       9.147046527279e-15       4.665000033512e-13       0.000000000000e+00       1.513290502643e-10       1.336052278540e-11      -1.829549741538e-14 
   39       1.548744914518e-10       9.983506210719e-15       4.601254308141e-13       0.000000000000e+00       1.443497119978e-10       1.277440774809e-11      -1.406114949778e-14 
   40       1.565055098279e-10       1.087466261495e-14       4.519968719038e-13       0.000000000000e+00       1.378385066234e-10       1.222768828940e-11      -1.061770651588e-14 
   41       1.582197935196e-10       1.182198190505e-14       4.423577543855e-13       0.000000000000e+00       1.317147876962e-10       1.170840935604e-11      -8.633951479533e-15 
   42       1.600215353715e-10       1.282593083541e-14       4.311776586994e-13       0.000000000000e+00       1.259636510717e-10       1.121588393965e-11      -8.069091690531e-15 
   43       1.619189086883e-10       1.388645423595e-14       4.183343599340e-13       0.000000000000e+00       1.205724612129e-10       1.075157963953e-11      -8.625050749141e-15 
   44       1.639157457148e-10       1.500314544277e-14       4.036828009855e-13       0.000000000000e+00       1.155052809710e-10       1.031553515425e-11      -9.917010453633e-15 
   45       1.660125825880e-10       1.617552966903e-14       3.870616477155e-13       0.000000000000e+00       1.107164261793e-10       9.906665141335e-12      -1.152985973774e-14 
   46       1.682111849670e-10       1.740406546625e-14       3.683192774554e-13       0.000000000000e+00       1.062003785854e-10       9.524083060098e-12      -1.322069006624e-14 
   47       1.705106403704e-10       1.868940633303e-14       3.472926826948e-13       0.000000000000e+00       1.019536066174e-10       9.165957555877e-12      -1.476743667624e-14 
   48       1.729056605600e-10       2.003211827291e-14       3.237987139079e-13       0.000000000000e+00       9.795947175558e-11       8.829015209235e-12      -1.591025153194e-14 
   49       1.753862345061e-10       2.143267598793e-14       2.976328629660e-13       0.000000000000e+00       9.418724277432e-11       8.508438285988e-12      -1.634954565960e-14 
   50       1.779414388388e-10       2.289153053967e-14       2.686245968382e-13       0.000000000000e+00       9.060174382467e-11       8.199283982754e-12      -1.584427158140e-14 
   51       1.805728936620e-10       2.440934281497e-14       2.368238879593e-13       0.000000000000e+00       8.719767302712e-11       7.901433542151e-12      -1.454276277825e-14 
   52       1.832843592981e-10       2.598680685211e-14       2.023632124756e-13       0.000000000000e+00       8.397289532964e-11       7.615809773614e-12      -1.273831291546e-14 
   53       1.860777502328e-10       2.762458347917e-14       1.654068355228e-13       0.000000000000e+00       8.091814901153e-11       7.342943047327e-12      -1.077947860906e-14 
   54       1.889529837267e-10       2.932329987073e-14       1.261522558280e-13       0.000000000000e+00       7.801656034135e-11       7.082940644028e-12      -9.072838941916e-15 
   55       1.919088950324e-10       3.108348514452e-14       8.478121422837e-14       0.000000000000e+00       7.524905144873e-11       6.835614266161e-12      -7.986997994811e-15 
   56       1.949465961032e-10       3.290535943124e-14       4.129515770430e-14       0.000000000000e+00       7.261324901336e-11       6.600969882293e-12      -7.530344102346e-15 
   57       1.980666860925e-10       3.478899162868e-14      -4.358568585642e-15       0.000000000000e+00       7.010842278557e-11       6.378785884350e-12      -7.598072587614e-15 
   58       2.012681504113e-10       3.673435589944e-14      -5.224037548701e-14       0.000000000000e+00       6.772975375335e-11       6.168441632750e-12      -8.062864646325e-15 
   59       2.045482508962e-10       3.874132873569e-14      -1.024189502893e-13       0.000000000000e+00       6.546807840597e-11       5.968892968344e-12      -8.773799188248e-15 
   60       2.079024159781e-10       4.080968602392e-14      -1.549717771659e-13       0.000000000000e+00       6.330963299772e-11       5.778647724354e-12      -9.555264678633e-15 
   61       2.113259195760e-10       4.293909553745e-14      -2.099702982925e-13       0.000000000000e+00       6.124003131991e-11       5.596174508043e-12      -1.024356274769e-14 
   62       2.148196066157e-10       4.512909908538e-14      -2.674303276500e-13       0.000000000000e+00       5.925781991775e-11       5.421291666365e-12      -1.080878170153e-14 
   63       2.183852636155e-10       4.737912112988e-14      -3.273513799442e-13       0.000000000000e+00       5.736352552567e-11       5.254048052917e-12      -1.125847236799e-14 
   64       2.220238913400e-10       4.968846998547e-14      -3.897310802254e-13       0.000000000000e+00       5.555557103956e-11       5.094306741231e-12      -1.160247589608e-14 
   65       2.257356517233e-10       5.205633473873e-14      -4.545651969883e-13       0.000000000000e+00       5.383015410645e-11       4.941734284038e-12      -1.185303152875e-14 
   66       2.295198147918e-10       5.448178216794e-14      -5.218476752728e-13       0.000000000000e+00       5.218112571430e-11       4.795789972528e-12      -1.202488437559e-14 
   67       2.333747055883e-10       5.696375366275e-14      -5.915706697635e-13       0.000000000000e+00       5.059986878165e-11       4.655715095606e-12      -1.213539318558e-14 
   68       2.372984606479e-10       5.950118687464e-14      -6.637246466922e-13       0.000000000000e+00       4.907769234090e-11       4.520744623536e-12      -1.220226573949e-14 
   69       2.412915940649e-10       6.209341617744e-14      -7.382986395321e-13       0.000000000000e+00       4.761384881300e-11       4.390816075484e-12      -1.223599127458e-14 
   70       2.453548584187e-10       6.473984818986e-14      -8.152801048144e-13       0.000000000000e+00       4.620893060100e-11       4.265985652019e-12      -1.224606123218e-14 
   71       2.494884494335e-10       6.743984433196e-14      -8.946548921454e-13       0.000000000000e+00       4.486244218296e-11       4.146213557960e-12      -1.224325221792e-14 
   72       2.536919736064e-10       7.019272093490e-14      -9.764072790666e-13       0.000000000000e+00       4.357274303901e-11       4.031358950235e-12      -1.223967309985e-14 
   73       2.579644158354e-10       7.299774935065e-14      -1.060520005914e-12       0.000000000000e+00       4.233699057858e-11       3.921174885750e-12      -1.224881210640e-14 
   74       2.623041070475e-10       7.585415606168e-14      -1.146974310680e-12       0.000000000000e+00       4.115108306750e-11       3.815303269244e-12      -1.228558392451e-14 
   75       2.667086918261e-10       7.876112279069e-14      -1.235749963869e-12       0.000000000000e+00       4.000960255514e-11       3.713269801162e-12      -1.236637679758e-14 
   76       2.711758270586e-10       8.171758027255e-14      -1.326819353134e-12       0.000000000000e+00       3.890721253248e-11       3.614611345851e-12      -1.250423312101e-14 
   77       2.757054965194e-10       8.472154591116e-14      -1.420128414776e-12       0.000000000000e+00       3.784327131085e-11       3.519296018409e-12      -1.269327250567e-14 
   78       2.802980615099e-10       8.777066497932e-14      -1.515612272188e-12       0.000000000000e+00       3.681796013375e-11       3.427370879898e-12      -1.292150055542e-14 
   79       2.849535501822e-10       9.086240218673e-14      -1.613200791859e-12       0.000000000000e+00       3.583087627681e-11       3.338834013973e-12      -1.317537153401e-14 
   80       2.896716401573e-10       9.399403755859e-14      -1.712818496220e-12       0.000000000000e+00       3.488100580541e-11       3.253632190135e-12      -1.343973567156e-14 
   81       2.944516411436e-10       9.716266231420e-14      -1.814384476489e-12       0.000000000000e+00       3.396669633223e-11       3.171658526976e-12      -1.369778647100e-14 
   82       2.992924775544e-10       1.003651747455e-13      -1.917812305514e-12       0.000000000000e+00       3.308562977485e-11       3.092750155434e-12      -1.393100801453e-14 
   83       3.041926711264e-10       1.035982760959e-13      -2.023009950627e-12       0.000000000000e+00       3.223479511333e-11       3.016685882041e-12      -1.411912227011e-14 
   84       3.091507720805e-10       1.068587971622e-13      -2.129891514316e-12       0.000000000000e+00       3.141125293666e-11       2.943243327433e-12      -1.424429550048e-14 
   85       3.141667728055e-10       1.101447493407e-13      -2.238414883518e-12       0.000000000000e+00       3.061463438378e-11       2.872386344017e-12      -1.430467413497e-14 
   86       3.192408977541e-10       1.134544410761e-13      -2.348550191009e-12       0.000000000000e+00       2.984500845256e-11       2.804104528327e-12      -1.430300668081e-14 
   87       3.243731660387e-10       1.167861640456e-13      -2.460268652494e-12       0.000000000000e+00       2.910211331482e-11       2.738355190771e-12      -1.424260274388e-14 
   88       3.295633815883e-10       1.201381945958e-13      -2.573542678239e-12       0.000000000000e+00       2.838534238121e-11       2.675062018468e-12      -1.412735191680e-14 
   89       3.348111233047e-10       1.235087951798e-13      -2.688345984702e-12       0.000000000000e+00       2.769373036625e-11       2.614113738081e-12      -1.396174266687e-14 
   90       3.401157352194e-10       1.268962157940e-13      -2.804653706166e-12       0.000000000000e+00       2.702593935321e-11       2.555362778648e-12      -1.375088122416e-14 
   91       3.454763166500e-10       1.302986954152e-13      -2.922442506375e-12       0.000000000000e+00       2.638024485913e-11       2.498623934418e-12      -1.350051046946e-14 
   92       3.508917123573e-10       1.337144634375e-13      -3.041690690163e-12       0.000000000000e+00       2.575452189976e-11       2.443673027689e-12      -1.321702882236e-14 
   93       3.563607603757e-10       1.371415974947e-13      -3.162367324961e-12       0.000000000000e+00       2.514676987324e-11       2.390299924953e-12      -1.290690518890e-14 
   94       3.618830995242e-10       1.405775693449e-13      -3.284397491264e-12       0.000000000000e+00       2.455680778129e-11       2.338479610804e-12      -1.257478212486e-14 
   95       3.674584657108e-10       1.440196330257e-13      -3.407691987915e-12       0.000000000000e+00       2.398480939124e-11       2.288224490994e-12      -1.222512098273e-14 
   96       3.730864388583e-10       1.474649618567e-13      -3.532157817848e-12       0.000000000000e+00       2.343078068376e-11       2.239531748521e-12      -1.186279088841e-14 
   97       3.787664365973e-10       1.509106479043e-13      -3.657698148867e-12       0.000000000000e+00       2.289455331408e-11       2.192382752564e-12      -1.149307933911e-14 
   98       3.844977079603e-10       1.543537014477e-13      -3.784212274417e-12       0.000000000000e+00       2.237577807321e-11       2.146742467414e-12      -1.112170280113e-14 
   99       3.902793270752e-10       1.577910504447e-13      -3.911595574354e-12       0.000000000000e+00       2.187391834921e-11       2.102558861404e-12      -1.075481730771e-14 
  100       3.961101868589e-10       1.612195399969e-13      -4.039739475725e-12       0.000000000000e+00       2.138824358840e-11       2.059762315850e-12      -1.039902905684e-14 
  101       4.019889927112e-10       1.646359318155e-13      -4.168531413534e-12       0.000000000000e+00       2.091782275658e-11       2.018265033977e-12      -1.006140500913e-14 
  102       4.079142562085e-10       1.680369036867e-13      -4.297854791520e-12       0.000000000000e+00       2.046151780032e-11       1.977960449855e-12      -9.749483485597e-15 
  103       4.138842887970e-10       1.714190489379e-13      -4.427588942928e-12       0.000000000000e+00       2.001797710813e-11       1.938722637332e-12      -9.471284765503e-15 
  104       4.198974694008e-10       1.747789943619e-13      -4.557616937529e-12       0.000000000000e+00       1.958595379241e-11       1.900436578180e-12      -9.233458000271e-15 
  105       4.259531019980e-10       1.781137732863e-13      -4.687850288255e-12       0.000000000000e+00       1.916532358502e-11       1.863094896244e-12      -9.035414038868e-15 
