# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.682967631240e-10       7.387461058579e-15       8.605263948518e-13       0.000000000000e+00       1.006326400920e-08       4.261232832128e-10      -2.526942171305e-12 
    3       2.536670953064e-10       1.252658447262e-14       1.058263931621e-12       0.000000000000e+00       6.334583897144e-09       3.238191568589e-10      -2.226224530848e-12 
    4       2.379897153237e-10       1.464039454022e-14       1.095894262029e-12       0.000000000000e+00       4.491707377228e-09       2.561873390377e-10      -1.778725395056e-12 
    5       2.240087681958e-10       1.355608652438e-14       1.035076635430e-12       0.000000000000e+00       3.412376267691e-09       2.089744739325e-10      -1.322956454609e-12 
    6       2.120892130747e-10       1.048220300034e-14       9.199911884301e-13       0.000000000000e+00       2.709331939702e-09       1.743991605472e-10      -9.069569583379e-13 
    7       2.020252341345e-10       6.973310455864e-15       7.826327301282e-13       0.000000000000e+00       2.219526089265e-09       1.481151056613e-10      -5.553116243907e-13 
    8       1.935251308321e-10       4.144374171108e-15       6.438650715454e-13       0.000000000000e+00       1.860943576531e-09       1.275935663727e-10      -2.790837525450e-13 
    9       1.863035092086e-10       2.407897605605e-15       5.170493823635e-13       0.000000000000e+00       1.588091649332e-09       1.112428591034e-10      -8.002039292752e-14 
   10       1.801237114054e-10       1.613429600247e-15       4.102493943536e-13       0.000000000000e+00       1.374280295338e-09       9.800052133604e-11       4.724308284670e-14 
   11       1.748367464767e-10       1.363333596850e-15       3.273550091537e-13       0.000000000000e+00       1.121763191042e-09       8.613882609265e-11       1.126402710633e-13 
   12       1.702812032759e-10       1.294050236193e-15       2.689319209583e-13       0.000000000000e+00       9.887605549067e-10       7.685699095562e-11       1.306289437427e-13 
   13       1.663115260398e-10       1.213318895108e-15       2.330566853844e-13       0.000000000000e+00       8.789029355468e-10       6.922636439310e-11       1.154066099524e-13 
   14       1.628274116742e-10       1.094090015244e-15       2.162578152687e-13       0.000000000000e+00       7.869455906306e-10       6.252029932000e-11       7.991678648857e-14 
   15       1.598149267774e-10       9.914805661618e-16       2.143188443393e-13       0.000000000000e+00       7.090852606455e-10       5.689762758749e-11       3.659268216861e-14 
   16       1.571916036942e-10       9.583963350662e-16       2.227659918008e-13       0.000000000000e+00       6.425021776857e-10       5.209979810699e-11      -5.378585988668e-15 
   17       1.548728506219e-10       1.004255994531e-15       2.375648729114e-13       0.000000000000e+00       5.850594977458e-10       4.791876937565e-11      -3.964026053919e-14 
   18       1.528537232692e-10       1.097222932546e-15       2.555253757777e-13       0.000000000000e+00       5.349087158226e-10       4.416639285898e-11      -6.270942078365e-14 
   19       1.511520220886e-10       1.205988446672e-15       2.746824807818e-13       0.000000000000e+00       4.913791219719e-10       4.082550538850e-11      -7.381093694844e-14 
   20       1.496755625887e-10       1.301367672757e-15       2.931383020508e-13       0.000000000000e+00       4.528259993990e-10       3.785547453143e-11      -7.392472628094e-14 
   21       1.484398342207e-10       1.391591832779e-15       3.103393805624e-13       0.000000000000e+00       4.186965439134e-10       3.521387419405e-11      -6.537150316033e-14 
   22       1.474315828434e-10       1.500525608576e-15       3.262411815540e-13       0.000000000000e+00       3.882354247727e-10       3.281519830069e-11      -5.170789797195e-14 
   23       1.466414879727e-10       1.648978587922e-15       3.410485470485e-13       0.000000000000e+00       3.610606050236e-10       3.063026811101e-11      -3.604030708100e-14 
   24       1.460238690777e-10       1.855190562756e-15       3.551337402979e-13       0.000000000000e+00       3.365757339274e-10       2.862751988085e-11      -2.159649306415e-14 
   25       1.455948829019e-10       2.118514926301e-15       3.689113085188e-13       0.000000000000e+00       3.145196908153e-10       2.681770635146e-11      -1.024640997712e-14 
   26       1.453565440256e-10       2.430665518548e-15       3.827957512139e-13       0.000000000000e+00       2.945203680505e-10       2.520225206683e-11      -3.291451466487e-15 
   27       1.452875943947e-10       2.785658234984e-15       3.968267331490e-13       0.000000000000e+00       2.763580836906e-10       2.374420121076e-11      -8.293753967482e-16 
   28       1.453440218047e-10       3.177992147866e-15       4.108670092088e-13       0.000000000000e+00       2.597392813014e-10       2.238755997817e-11      -2.335817507807e-15 
   29       1.455388430853e-10       3.607656738312e-15       4.246026507975e-13       0.000000000000e+00       2.445926402950e-10       2.113024048821e-11      -6.886821820805e-15 
   30       1.458827746534e-10       4.076189115221e-15       4.375846496418e-13       0.000000000000e+00       2.307690169196e-10       1.997793592939e-11      -1.311630204782e-14 
   31       1.463673913156e-10       4.584395821585e-15       4.492917569626e-13       0.000000000000e+00       2.180024082764e-10       1.892592702675e-11      -1.943635982967e-14 
   32       1.469965525852e-10       5.130113256771e-15       4.593022278105e-13       0.000000000000e+00       2.062364771406e-10       1.796408868099e-11      -2.491865471851e-14 
   33       1.477621751497e-10       5.709490212786e-15       4.671767543202e-13       0.000000000000e+00       1.953966559406e-10       1.707157075115e-11      -2.871570870256e-14 
