# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       1.494807138381e-10       7.289071973197e-15       4.814315060064e-13       0.000000000000e+00       8.831418167676e-09       4.856307758679e-10      -2.509443381844e-12 
    3       1.409131925724e-10       1.234192840970e-14       6.057468276653e-13       0.000000000000e+00       5.421393927120e-09       3.462112798714e-10      -2.207236377342e-12 
    4       1.324591104733e-10       1.440973767997e-14       6.266149635680e-13       0.000000000000e+00       3.768361337712e-09       2.635807139799e-10      -1.760708374186e-12 
    5       1.257602919571e-10       1.332545899094e-14       5.868234984624e-13       0.000000000000e+00       2.813074052501e-09       2.091809239313e-10      -1.306845423845e-12 
    6       1.208259505902e-10       1.028196509549e-14       5.164105311898e-13       0.000000000000e+00       2.197734616593e-09       1.708312399959e-10      -8.929749561725e-13 
    7       1.173603579047e-10       6.814700161048e-15       4.357564602589e-13       0.000000000000e+00       1.773383075216e-09       1.425111812848e-10      -5.432003923631e-13 
    8       1.150440562978e-10       4.027197766607e-15       3.570985093691e-13       0.000000000000e+00       1.465814115349e-09       1.208654412632e-10      -2.682855087987e-13 
    9       1.136318273221e-10       2.328458690848e-15       2.876894358607e-13       0.000000000000e+00       1.234221535767e-09       1.038729567157e-10      -6.985442685913e-14 
   10       1.129095802739e-10       1.567086849741e-15       2.315990017938e-13       0.000000000000e+00       1.054669546362e-09       9.027965822425e-11       5.742070832881e-14 
   11       1.127377048299e-10       1.342363028032e-15       1.905008509386e-13       0.000000000000e+00       8.893888675086e-10       7.954665270943e-11       1.231293911288e-13 
   12       1.130079848638e-10       1.285041724691e-15       1.641208459019e-13       0.000000000000e+00       7.771502837022e-10       7.031872333545e-11       1.418959013712e-13 
   13       1.136000476344e-10       1.197749281104e-15       1.506887837944e-13       0.000000000000e+00       6.850132455412e-10       6.277949280290e-11       1.274804071920e-13 
   14       1.144154795674e-10       1.052525459020e-15       1.475927395908e-13       0.000000000000e+00       6.083512267845e-10       5.624285351769e-11       9.260400545477e-14 
   15       1.154603105434e-10       9.090905729993e-16       1.518937280799e-13       0.000000000000e+00       5.438210057628e-10       5.078165772574e-11       4.948696755677e-14 
   16       1.166961479139e-10       8.285787880827e-16       1.605705144404e-13       0.000000000000e+00       4.889543231019e-10       4.615295120415e-11       7.210722814288e-15 
   17       1.180396171468e-10       8.283788419192e-16       1.710661939710e-13       0.000000000000e+00       4.418867146660e-10       4.215603771802e-11      -2.789234031901e-14 
