# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
    2       2.478803464133e-10       7.380971928818e-15       8.102557664157e-13       0.000000000000e+00       1.004799439310e-08       4.380703299514e-10      -2.525938115556e-12 
    3       2.401327831873e-10       1.251718523565e-14       1.016398872775e-12       0.000000000000e+00       6.324258507398e-09       3.284925153752e-10      -2.225371405448e-12 
    4       2.279698863364e-10       1.463012031001e-14       1.062104099133e-12       0.000000000000e+00       4.483793317179e-09       2.585445640570e-10      -1.778014429671e-12 
    5       2.161499687022e-10       1.354651981139e-14       1.008500102995e-12       0.000000000000e+00       3.405961363053e-09       2.103481203628e-10      -1.322362955219e-12 
    6       2.056935300837e-10       1.047421380575e-14       8.995952034651e-13       0.000000000000e+00       2.703950181836e-09       1.752784142642e-10      -9.064582132511e-13 
    7       1.966832091450e-10       6.967145927897e-15       7.673154261053e-13       0.000000000000e+00       2.214906736023e-09       1.487167923220e-10      -5.548861474780e-13 
    8       1.889754949807e-10       4.139922110244e-15       6.325829926565e-13       0.000000000000e+00       1.856915146354e-09       1.280241353094e-10      -2.787116170515e-13 
    9       1.823700047749e-10       2.404894690426e-15       5.088727832122e-13       0.000000000000e+00       1.584544552936e-09       1.115612317635e-10      -7.968402275823e-14 
   10       1.766816895449e-10       1.611556324512e-15       4.043817763107e-13       0.000000000000e+00       1.371118578162e-09       9.824372462154e-11       4.755807334246e-14 
   11       1.717947766833e-10       1.362230168592e-15       3.231343939509e-13       0.000000000000e+00       1.119319887881e-09       8.633312823670e-11       1.129377645569e-13 
   12       1.675708828689e-10       1.293317847738e-15       2.658232023201e-13       0.000000000000e+00       9.865494510880e-10       7.701815312940e-11       1.309236988464e-13 
   13       1.638804543993e-10       1.212548761950e-15       2.306397185184e-13       0.000000000000e+00       8.768890022062e-10       6.936162068604e-11       1.157020915016e-13 
   14       1.606341295005e-10       1.092921737966e-15       2.142141264543e-13       0.000000000000e+00       7.851010234009e-10       6.263702466854e-11       8.021318881862e-14 
   15       1.578263186481e-10       9.896619564963e-16       2.124177196878e-13       0.000000000000e+00       7.073875829549e-10       5.699898341224e-11       3.688708460946e-14 
   16       1.553810662631e-10       9.558170188722e-16       2.208500597393e-13       0.000000000000e+00       6.409329966475e-10       5.218871422767e-11      -5.090528771095e-15 
   17       1.532185167112e-10       1.000939927503e-15       2.355367532624e-13       0.000000000000e+00       5.836035788842e-10       4.799778697678e-11      -3.936350049229e-14 
   18       1.513375182975e-10       1.093283292013e-15       2.533359916622e-13       0.000000000000e+00       5.335537644383e-10       4.423756184092e-11      -6.244868996338e-14 
   19       1.497574101317e-10       1.201550584602e-15       2.723116052401e-13       0.000000000000e+00       4.901134113669e-10       4.089045294870e-11      -7.356999787025e-14 
   20       1.483899136336e-10       1.296529994005e-15       2.905935878295e-13       0.000000000000e+00       4.516408074320e-10       3.791511706831e-11      -7.370595403265e-14 
   21       1.472516852185e-10       1.386394499409e-15       3.076396249212e-13       0.000000000000e+00       4.175839297518e-10       3.526883391434e-11      -6.517559107355e-14 
   22       1.463312698662e-10       1.494931132964e-15       3.234100466491e-13       0.000000000000e+00       3.871886588460e-10       3.286589462421e-11      -5.153367977052e-14 
   23       1.456203304766e-10       1.642904035891e-15       3.381085647512e-13       0.000000000000e+00       3.600735288729e-10       3.067726193062e-11      -3.588521283242e-14 
   24       1.450748222949e-10       1.848518908532e-15       3.521029044433e-13       0.000000000000e+00       3.356432662118e-10       2.867155094118e-11      -2.145680894502e-14 
   25       1.447115435755e-10       2.111120619087e-15       3.658015989712e-13       0.000000000000e+00       3.136371527891e-10       2.685939755400e-11      -1.011784807280e-14 
   26       1.445334422288e-10       2.422425179931e-15       3.796119697090e-13       0.000000000000e+00       2.936837462421e-10       2.524196841085e-11      -3.169605546130e-15 
   27       1.445198340077e-10       2.776451615612e-15       3.935689403223e-13       0.000000000000e+00       2.755637357735e-10       2.378214531248e-11      -7.103892218468e-16 
   28       1.446275023329e-10       3.167706512782e-15       4.075316531893e-13       0.000000000000e+00       2.589841182187e-10       2.242379583527e-11      -2.216821753716e-15 
   29       1.448696067233e-10       3.596194693597e-15       4.211863691576e-13       0.000000000000e+00       2.438736545392e-10       2.116484127035e-11      -6.765869438666e-15 
   30       1.452572092294e-10       4.063475950985e-15       4.340860116733e-13       0.000000000000e+00       2.300834710285e-10       2.001102550662e-11      -1.299262921089e-14 
   31       1.457825508431e-10       4.570382492513e-15       4.457120455520e-13       0.000000000000e+00       2.173481059425e-10       1.895766754457e-11      -1.931056013808e-14 
   32       1.464495699875e-10       5.114764071876e-15       4.556457511004e-13       0.000000000000e+00       2.056113008085e-10       1.799463462460e-11      -2.479203392184e-14 
   33       1.472503090728e-10       5.692780392495e-15       4.634515826045e-13       0.000000000000e+00       1.947986198922e-10       1.710104098385e-11      -2.859017375935e-14 
   34       1.481654746563e-10       6.301243328551e-15       4.687221496289e-13       0.000000000000e+00       1.847687086714e-10       1.625170010253e-11      -2.994210817452e-14 
   35       1.492022720674e-10       6.944021173977e-15       4.714033216452e-13       0.000000000000e+00       1.754769152407e-10       1.544836199954e-11      -2.900484130076e-14 
   36       1.503670840254e-10       7.627963855026e-15       4.715871955268e-13       0.000000000000e+00       1.668553043212e-10       1.469842980114e-11      -2.632513586787e-14 
   37       1.516576069605e-10       8.360087066903e-15       4.694179970914e-13       0.000000000000e+00       1.587992169247e-10       1.400586003334e-11      -2.256516312820e-14 
   38       1.530745978032e-10       9.143360600172e-15       4.650463019409e-13       0.000000000000e+00       1.512923410708e-10       1.336935529894e-11      -1.826916162409e-14 
   39       1.546120937477e-10       9.979578746553e-15       4.586666407304e-13       0.000000000000e+00       1.443148994522e-10       1.278293876501e-11      -1.403655881590e-14 
   40       1.562529553764e-10       1.087047939567e-14       4.505344845183e-13       0.000000000000e+00       1.378054695472e-10       1.223593965863e-11      -1.059457956252e-14 
   41       1.579765183580e-10       1.181752655043e-14       4.408923329030e-13       0.000000000000e+00       1.316834248634e-10       1.171641263246e-11      -8.611895034078e-15 
   42       1.597870077828e-10       1.282118912284e-14       4.297102199181e-13       0.000000000000e+00       1.259338646321e-10       1.122366995266e-11      -8.047742127939e-15 
   43       1.616926487989e-10       1.388141588023e-14       4.168669101200e-13       0.000000000000e+00       1.205441562031e-10       1.075917405464e-11      -8.604131150091e-15 
   44       1.636973680018e-10       1.499780492886e-14       4.022185550070e-13       0.000000000000e+00       1.154783713106e-10       1.032295624185e-11      -9.896356309064e-15 
   45       1.658018111576e-10       1.616988646511e-14       3.856051054371e-13       0.000000000000e+00       1.106908372075e-10       9.913923314212e-12      -1.150942715487e-14 
   46       1.680077696777e-10       1.739812204342e-14       3.668757882422e-13       0.000000000000e+00       1.061760368432e-10       9.531186720504e-12      -1.320050132556e-14 
   47       1.703143480715e-10       1.868316780459e-14       3.458683924360e-13       0.000000000000e+00       1.019304393929e-10       9.172914250291e-12      -1.474757253411e-14 
   48       1.727162957760e-10       2.002559265400e-14       3.224006601699e-13       0.000000000000e+00       9.793741049226e-11       8.835830974011e-12      -1.589086160050e-14 
   49       1.752036616574e-10       2.142587446484e-14       2.962690750353e-13       0.000000000000e+00       9.416622673479e-11       8.515116945797e-12      -1.633085934470e-14 
